Student_ID,Age,Gender,Family_Income,Internet_Access,Study_Hours_per_Day,Attendance_Rate,Assignment_Delay_Days,Travel_Time_Minutes,Part_Time_Job,Scholarship,Stress_Index,GPA,Semester_GPA,CGPA,Semester,Department,Parental_Education,Dropout
2179.0,25.5,1,52657.0,0,3.71,76.7,2.0,29.4,0,0,4.8,2.95,2.89,2.89,0,1,1,0.0
2180.0,21.0,0,37523.0,1,4.0,91.1,1.0,48.8,1,0,4.7,3.62,3.6,3.58,1,1,2,0.0
2181.0,20.6,0,67943.0,0,4.82,70.5,1.0,33.1,1,1,5.8,2.26,2.23,2.14,3,0,0,1.0
2182.0,20.2,1,37310.0,1,4.32,83.6,1.0,35.9,0,0,4.4,2.05,1.81,1.98,3,1,0,0.0
2184.0,24.0,0,25000.0,1,4.1,78.5,4.0,33.7,1,1,2.9,3.51,3.44,3.46,1,4,0,0.0
2185.0,17.0,0,36643.0,0,3.86,95.6,1.0,35.7,0,1,7.0,3.11,2.99,3.01,1,4,1,0.0
2186.0,24.4,1,35242.0,1,3.99,78.2,0.0,25.7,1,1,8.5,2.12,2.04,2.09,1,2,0,0.0
2187.0,17.9,1,25000.0,1,5.09,83.0,2.0,24.8,1,0,4.3,3.09,2.61,2.62,3,1,0,0.0
2188.0,20.4,0,42098.0,0,5.55,90.3,3.0,20.3,1,1,2.5,4.0,4.0,3.96,1,3,2,0.0
2189.0,20.1,1,25000.0,1,2.91,71.7,2.0,29.1,0,0,7.2,1.37,1.3,1.21,3,3,2,0.0
2190.0,22.3,0,29740.5,1,4.0,88.7,0.0,22.2,1,0,5.5,4.0,3.7,3.76,1,2,1,0.0
2191.0,17.5,0,25000.0,1,2.05,78.4,1.0,33.5,0,0,4.3,2.23,2.25,2.27,3,2,0,0.0
2193.0,25.5,1,25876.0,1,3.71,78.1,1.0,28.5,1,0,3.3,1.51,2.02,1.93,2,3,0,1.0
2195.0,21.4,1,48135.0,1,1.75,83.9,1.0,43.7,0,1,3.2,2.16,1.97,1.96,1,3,0,0.0
2196.0,19.5,0,38904.0,1,6.88,76.0,1.0,30.3,0,0,3.4,3.99,3.32,3.32,0,0,0,0.0
2197.0,21.9,0,25000.0,1,1.66,80.3,4.0,30.2,1,1,3.3,2.1,2.28,2.2,2,1,0,0.0
2198.0,21.0,1,25000.0,1,6.01,70.9,1.0,37.1,1,0,5.8,1.65,1.37,1.37,0,2,1,0.0
2199.0,19.6,0,40692.0,1,3.46,76.3,1.0,51.3,0,0,2.2,2.53,2.46,2.47,1,3,0,0.0
2200.0,22.1,1,28484.0,1,4.12,71.1,3.0,31.0,1,0,9.3,1.76,1.82,1.77,3,4,2,1.0
2201.0,25.0,1,25000.0,1,1.11,81.4,1.0,12.1,0,1,4.8,2.93,3.0,3.0,0,4,2,0.0
2202.0,20.6,1,25000.0,0,4.97,75.3,0.0,44.2,0,1,1.7,3.52,3.03,3.0,1,0,1,0.0
2203.0,22.6,1,25000.0,1,3.8,98.6,1.0,13.7,0,0,3.6,4.0,3.52,3.46,2,2,0,0.0
2206.0,22.0,0,33624.0,1,5.86,76.0,2.0,26.0,1,0,5.8,2.34,2.33,2.26,1,2,0,0.0
2207.0,24.3,0,32512.0,1,1.77,87.6,1.0,23.1,0,0,5.7,2.82,2.59,2.61,2,3,0,0.0
2208.0,21.8,0,25000.0,1,4.33,84.0,1.0,33.4,0,0,2.7,3.85,3.25,3.27,1,1,3,0.0
2209.0,20.3,1,25000.0,1,2.1,69.4,2.0,30.1,1,1,8.2,1.79,1.84,1.84,0,3,1,0.0
2210.0,21.0,0,67854.0,1,6.55,75.7,1.0,21.7,1,0,6.5,1.72,1.4,1.33,2,0,0,1.0
2212.0,22.3,1,25000.0,0,6.07,85.0,2.0,44.7,0,0,5.5,1.61,1.49,1.52,2,1,2,1.0
2213.0,22.9,0,28291.0,1,3.66,86.6,2.0,46.7,1,0,6.5,2.78,2.52,2.57,2,3,0,0.0
2214.0,20.0,1,29740.5,1,4.0,79.8,2.0,36.6,0,1,5.5,2.25,2.02,1.96,1,0,0,0.0
2215.0,20.0,0,25000.0,1,3.95,75.1,0.0,21.6,0,0,7.2,0.0,0.07,0.11,2,3,1,1.0
2216.0,21.6,1,29740.5,1,4.0,71.8,4.0,14.9,0,0,5.5,1.25,1.27,1.3,1,2,1,1.0
2217.0,20.0,1,25000.0,1,3.49,89.6,0.0,5.0,0,0,5.3,1.38,1.67,1.68,1,2,0,0.0
2218.0,20.9,0,39335.0,1,3.72,97.5,2.0,42.4,1,1,5.0,1.55,1.36,1.41,2,1,1,0.0
2219.0,25.6,1,46025.0,1,5.53,84.2,0.0,32.3,1,0,1.6,3.79,3.51,3.56,2,4,1,0.0
2220.0,20.5,1,27302.0,1,5.26,89.5,0.0,25.0,0,1,2.4,2.63,2.89,2.89,0,0,1,0.0
2221.0,20.2,0,50810.0,0,2.48,75.6,0.0,6.8,0,0,6.5,3.11,3.08,3.08,0,4,0,0.0
2222.0,19.6,0,32487.0,1,4.93,81.8,1.0,15.8,1,0,7.1,4.0,3.83,3.8,1,1,1,0.0
2223.0,22.6,0,61715.0,1,2.18,81.5,2.0,8.8,0,0,7.4,0.72,0.45,0.52,1,2,0,1.0
2224.0,20.6,1,25000.0,1,5.94,85.1,1.0,47.3,0,0,3.1,4.0,4.0,4.0,0,0,1,0.0
2225.0,19.6,1,25000.0,1,2.76,82.6,2.0,37.6,1,0,9.6,0.9,1.26,1.26,0,3,0,0.0
2226.0,23.9,0,28479.0,1,5.03,100.0,0.0,14.3,0,1,7.3,2.85,3.43,3.43,2,4,0,1.0
2227.0,24.1,1,25000.0,0,4.83,88.4,2.0,49.6,0,0,4.5,4.0,4.0,3.99,2,3,1,0.0
2228.0,19.7,1,25000.0,0,3.6,92.4,3.0,21.3,1,1,5.8,2.56,2.27,2.22,1,3,0,0.0
2229.0,17.0,0,25000.0,1,3.5,84.2,2.0,34.2,1,0,2.4,2.54,2.19,2.2,2,2,1,0.0
2230.0,23.2,1,52519.0,1,3.7,65.0,0.0,34.2,1,0,4.4,1.95,1.81,1.78,2,4,0,0.0
2231.0,19.5,1,25000.0,0,4.64,85.6,1.0,28.9,0,0,6.5,0.0,0.0,0.0,0,3,0,0.0
2232.0,22.7,1,25000.0,1,5.1,90.8,1.0,26.4,0,0,5.6,2.95,2.65,2.65,0,2,2,0.0
2233.0,17.0,1,29740.5,1,4.0,93.1,1.0,30.4,0,0,5.5,4.0,3.9,3.82,2,3,0,0.0
2234.0,23.0,1,29740.5,1,4.0,81.5,2.0,26.6,0,1,5.5,2.09,2.02,2.02,0,4,1,0.0
2235.0,18.3,1,25000.0,1,4.75,70.5,0.0,33.0,1,0,5.3,1.33,1.54,1.54,0,4,0,0.0
2236.0,22.6,1,25000.0,0,4.34,79.7,2.0,33.5,0,1,3.5,2.82,2.91,2.91,0,2,0,0.0
2237.0,21.0,0,25000.0,1,3.3,70.4,2.0,23.7,0,0,8.3,0.43,0.11,0.13,3,0,1,1.0
2238.0,18.9,0,25000.0,1,4.85,92.3,4.0,43.2,0,0,6.0,2.31,2.29,2.34,1,1,1,0.0
2239.0,20.1,1,41943.0,1,5.79,85.6,3.0,20.0,0,1,5.5,4.0,3.77,3.8,1,4,2,0.0
2240.0,22.5,1,50291.0,0,5.5,77.9,1.0,34.7,0,0,5.3,1.38,1.44,1.46,1,0,2,1.0
2241.0,21.2,1,47730.0,1,4.37,87.9,0.0,25.9,1,0,3.9,2.17,2.22,2.22,0,4,0,0.0
2242.0,22.3,1,57830.0,1,3.22,93.8,1.0,19.6,0,0,7.7,0.85,0.91,0.93,3,3,2,1.0
2243.0,25.3,1,62610.0,1,4.18,88.3,2.0,26.7,1,0,5.8,0.65,1.16,1.21,1,3,2,1.0
2244.0,17.6,0,25000.0,1,4.94,98.0,1.0,22.1,0,0,5.9,3.83,4.0,4.0,3,3,0,0.0
2245.0,24.6,0,38958.0,1,5.54,74.9,1.0,37.9,0,0,6.5,1.54,1.5,1.55,2,3,1,0.0
2246.0,21.2,0,25000.0,1,4.31,89.8,3.0,28.9,0,0,3.9,2.2,1.63,1.76,3,2,2,0.0
2247.0,19.0,1,25000.0,1,5.24,70.3,1.0,46.4,1,1,9.1,2.39,2.4,2.35,1,0,1,1.0
2248.0,18.1,1,41616.0,1,5.38,97.2,2.0,18.6,0,1,8.3,2.59,3.06,3.15,2,3,0,0.0
2249.0,20.6,0,25000.0,1,3.62,87.8,2.0,5.0,0,1,5.4,0.56,0.5,0.45,2,4,1,0.0
2250.0,23.0,1,29740.5,1,4.0,64.0,2.0,34.7,1,1,5.5,1.87,2.17,2.17,0,3,1,0.0
2251.0,20.7,0,43484.0,1,6.2,72.8,2.0,50.7,0,0,6.7,1.23,1.13,1.09,3,3,0,1.0
2252.0,24.3,0,39842.0,1,4.93,77.7,0.0,35.9,1,1,7.5,2.53,2.16,2.18,3,3,1,0.0
2253.0,17.8,0,32275.0,1,4.73,79.9,1.0,18.7,1,0,8.7,1.17,1.36,1.35,2,2,1,1.0
2254.0,21.0,0,25000.0,1,3.3,83.7,2.0,17.7,0,0,6.7,2.69,2.49,2.53,3,1,2,0.0
2255.0,18.2,0,29740.5,1,4.0,81.9,3.0,54.3,1,0,5.5,3.18,3.5,3.48,1,2,2,0.0
2256.0,21.8,0,44720.0,1,4.62,76.9,4.0,25.4,0,0,5.7,2.94,3.23,3.23,0,4,3,0.0
2257.0,23.0,0,31294.0,1,4.63,91.3,3.0,17.8,0,0,2.1,4.0,4.0,4.0,2,3,0,0.0
2258.0,20.1,1,25000.0,1,4.89,68.4,2.0,44.3,1,0,4.7,1.82,1.56,1.5,2,1,0,1.0
2259.0,17.0,0,25000.0,1,4.0,86.6,4.0,28.2,0,0,6.2,3.35,3.31,3.28,3,0,1,0.0
2260.0,21.4,1,49153.0,1,3.27,83.5,3.0,5.7,1,1,1.4,4.0,3.94,3.88,2,0,0,0.0
2261.0,22.0,1,65928.0,1,4.35,81.9,0.0,55.0,1,0,5.8,1.21,1.31,1.31,1,3,2,1.0
2262.0,21.9,1,25000.0,1,5.64,87.0,3.0,37.0,0,0,4.0,3.0,2.85,2.85,2,4,1,0.0
2263.0,23.7,1,25596.0,1,4.71,76.7,1.0,11.9,0,0,8.3,0.87,0.59,0.59,0,3,1,1.0
2264.0,18.6,1,26984.0,1,2.25,75.8,5.0,46.7,0,1,5.0,1.5,1.56,1.56,0,0,0,0.0
2265.0,22.5,0,35064.0,1,3.76,79.7,0.0,17.4,1,0,5.0,2.91,2.87,2.92,1,0,0,0.0
2266.0,23.6,1,25000.0,1,3.16,77.8,2.0,16.7,0,1,5.3,0.82,1.1,1.08,3,2,0,0.0
2267.0,17.1,1,25000.0,1,6.07,80.1,1.0,19.3,0,0,5.5,0.6,0.04,0.0,2,0,2,0.0
2268.0,21.7,0,60819.0,0,3.72,87.8,2.0,53.3,1,0,6.9,3.94,4.0,4.0,1,1,0,0.0
2270.0,20.8,0,25000.0,1,4.29,82.2,2.0,23.4,0,0,5.5,3.81,3.75,3.77,2,0,0,0.0
2271.0,21.8,1,25000.0,1,3.47,83.8,2.0,50.5,0,1,6.9,2.18,2.16,2.16,0,0,1,0.0
2272.0,19.9,0,27385.0,1,2.75,79.4,1.0,5.0,1,0,5.5,1.65,2.09,2.12,3,2,1,1.0
2273.0,19.5,1,26569.0,0,3.54,89.2,3.0,41.0,1,0,6.7,0.89,0.89,0.89,0,0,0,1.0
2274.0,21.1,1,54031.0,0,4.02,86.5,2.0,46.4,0,0,4.7,2.37,2.75,2.68,3,2,1,0.0
2275.0,18.6,1,30724.0,1,2.55,82.0,5.0,48.1,0,0,6.1,2.88,2.6,2.67,2,2,0,0.0
2276.0,18.6,1,25000.0,1,4.83,72.9,1.0,30.9,1,1,7.9,2.99,4.0,3.98,3,2,0,0.0
2277.0,22.5,1,25000.0,1,2.9,92.5,2.0,36.8,0,0,6.6,1.36,1.55,1.49,2,3,1,0.0
2278.0,18.5,0,49980.0,1,2.1,87.3,3.0,21.4,0,0,2.1,3.42,3.65,3.67,2,4,0,0.0
2279.0,22.5,1,42604.0,1,2.28,86.5,3.0,30.3,1,0,6.5,1.14,1.07,1.13,2,4,1,1.0
2280.0,22.0,1,56181.0,1,3.38,95.6,1.0,28.0,0,0,3.4,3.11,3.06,3.12,3,3,2,0.0
2281.0,17.2,1,25000.0,1,4.71,87.6,1.0,27.3,1,0,3.8,1.94,1.58,1.61,3,3,0,0.0
2283.0,23.6,0,25000.0,1,3.69,77.9,2.0,32.6,1,0,3.8,2.45,2.37,2.37,0,1,2,0.0
2284.0,18.8,1,45513.0,1,4.43,77.6,0.0,50.3,1,0,3.5,1.9,1.88,1.9,2,2,0,0.0
2285.0,20.0,0,25000.0,0,3.91,84.2,2.0,33.0,0,0,5.5,1.8,1.96,1.97,3,3,0,0.0
2286.0,22.0,1,25000.0,0,1.23,89.7,1.0,56.3,0,0,4.4,1.74,2.15,2.08,2,4,2,0.0
2288.0,20.4,0,48963.0,0,3.97,71.0,5.0,29.0,1,0,6.5,1.59,1.6,1.62,1,3,1,1.0
2289.0,19.7,0,25000.0,1,1.95,89.4,6.0,32.1,0,0,7.3,0.0,0.2,0.24,3,3,0,0.0
2290.0,24.1,0,25000.0,1,6.2,79.6,1.0,19.9,1,1,7.1,3.63,3.46,3.46,0,4,0,0.0
2291.0,24.8,0,31583.0,1,4.78,77.3,2.0,31.9,0,0,3.9,1.33,1.61,1.68,3,4,1,0.0
2292.0,23.2,1,40477.0,1,1.83,84.9,0.0,18.2,1,1,6.2,0.68,0.62,0.63,3,0,2,1.0
2293.0,21.2,1,63004.0,1,4.68,88.3,3.0,46.0,0,0,4.6,1.66,1.43,1.46,1,3,1,1.0
2295.0,19.2,0,25000.0,1,4.01,83.7,5.0,34.3,1,0,4.2,3.51,3.56,3.61,3,4,0,0.0
2296.0,22.1,1,32669.0,1,4.9,69.0,3.0,5.0,0,0,1.0,3.91,4.0,3.95,3,4,0,0.0
2297.0,21.9,1,25000.0,1,3.26,88.3,1.0,26.8,1,0,3.6,3.65,3.75,3.68,3,0,2,0.0
2298.0,24.1,0,25000.0,1,3.42,73.1,1.0,25.5,0,0,2.9,4.0,4.0,4.0,0,3,0,0.0
2299.0,22.4,1,35547.0,1,6.03,83.5,1.0,41.1,1,0,5.9,2.07,1.87,1.84,2,4,0,0.0
2300.0,17.7,1,26164.0,1,4.83,79.1,2.0,36.3,1,0,6.0,4.0,3.86,3.82,3,1,2,0.0
2301.0,23.3,1,35736.0,1,5.39,77.4,2.0,42.2,0,0,2.5,3.4,3.31,3.27,2,4,1,0.0
2302.0,18.8,0,25000.0,1,3.69,66.0,1.0,35.3,1,1,7.0,3.06,3.04,3.08,1,2,0,0.0
2303.0,20.2,0,39816.0,1,4.59,70.8,1.0,44.8,1,0,4.4,1.84,1.85,1.84,2,1,0,0.0
2304.0,21.6,1,25000.0,0,3.9,81.4,3.0,35.0,1,1,3.6,2.54,2.77,2.77,0,4,0,0.0
2308.0,20.6,0,47615.0,1,3.69,79.8,4.0,5.0,1,1,7.3,2.15,2.2,2.18,2,0,1,1.0
2309.0,22.2,0,56745.0,1,4.55,72.4,1.0,17.8,0,1,5.3,3.14,3.32,3.32,0,3,0,0.0
2310.0,23.0,1,69581.0,1,1.66,78.2,3.0,54.5,1,0,4.9,3.12,3.56,3.63,3,4,3,0.0
2312.0,24.9,0,30484.0,1,2.47,82.2,4.0,28.7,0,1,5.8,1.85,1.71,1.66,1,0,2,0.0
2313.0,21.5,1,69720.0,1,3.16,67.4,2.0,5.0,1,0,2.8,3.31,3.26,3.26,0,3,0,0.0
2314.0,22.1,1,54589.0,1,2.39,82.4,1.0,13.8,1,0,4.7,2.66,2.42,2.41,2,4,2,0.0
2315.0,22.5,0,54048.0,1,2.15,73.1,3.0,35.8,1,1,4.5,2.0,2.0,1.92,2,1,0,0.0
2317.0,22.8,0,25000.0,1,2.97,91.9,1.0,16.7,0,0,4.6,3.03,2.46,2.5,1,3,0,0.0
2318.0,19.6,1,25000.0,1,2.1,87.8,1.0,45.6,0,0,4.0,1.81,1.84,1.83,3,3,0,0.0
2319.0,19.8,0,36021.0,1,2.02,86.4,0.0,21.6,0,0,8.1,0.17,0.0,0.1,2,1,0,1.0
2320.0,18.6,0,26646.0,1,5.44,80.2,2.0,14.4,1,1,5.4,1.69,2.17,2.09,3,4,2,0.0
2321.0,22.0,0,35994.0,1,3.53,77.4,0.0,30.5,0,0,6.4,0.09,0.0,0.0,3,2,0,0.0
2323.0,22.0,0,25000.0,1,5.2,83.1,1.0,20.2,0,0,7.0,3.43,3.69,3.69,0,0,2,0.0
2324.0,24.7,0,25000.0,1,4.77,74.8,2.0,29.3,1,1,5.3,3.17,3.04,3.0,3,1,3,0.0
2325.0,21.0,1,33011.0,1,4.25,74.0,2.0,22.3,1,0,7.3,3.05,2.7,2.72,3,0,0,0.0
2326.0,22.5,1,25926.0,1,5.65,84.5,3.0,10.0,0,0,1.0,4.0,3.93,3.93,0,1,0,0.0
2327.0,18.6,0,25000.0,0,2.33,79.2,2.0,36.7,0,1,5.7,1.56,1.88,1.88,0,3,2,1.0
2328.0,20.1,0,25000.0,1,3.6,90.3,1.0,40.4,0,0,6.0,1.45,1.22,1.19,1,2,0,1.0
2329.0,22.5,1,44910.0,1,5.18,82.6,0.0,27.0,0,0,6.0,1.94,2.22,2.19,3,4,2,0.0
2330.0,22.9,1,70441.0,1,6.4,72.4,2.0,37.4,0,1,3.5,2.73,2.72,2.74,2,2,0,0.0
2331.0,20.4,0,25000.0,1,6.54,96.9,2.0,25.6,0,0,4.2,3.12,2.55,2.6,2,4,0,0.0
2332.0,20.8,1,25000.0,1,2.44,73.8,2.0,7.1,0,0,3.6,2.49,2.78,2.75,1,2,0,0.0
2333.0,17.7,1,30277.0,1,4.1,72.2,0.0,40.8,1,0,6.4,3.6,3.92,3.96,1,0,1,0.0
2334.0,20.2,0,25000.0,1,4.64,81.3,2.0,28.8,0,0,7.1,0.6,0.48,0.49,1,0,0,1.0
2335.0,23.0,0,25000.0,1,3.79,85.7,1.0,31.8,0,1,2.5,3.57,3.68,3.76,2,0,0,0.0
2336.0,22.3,1,25000.0,1,4.9,74.8,2.0,28.7,0,0,5.9,1.2,1.31,1.26,1,2,2,0.0
2337.0,22.1,1,67605.0,1,6.94,87.6,4.0,27.8,0,0,3.9,3.31,2.71,2.72,2,1,0,0.0
2338.0,21.1,1,25000.0,1,2.83,78.1,1.0,31.7,1,0,8.6,0.0,0.0,0.02,3,1,1,1.0
2340.0,19.5,0,57995.0,1,4.83,84.7,1.0,45.2,1,0,4.9,1.83,1.7,1.7,0,0,1,0.0
2342.0,21.9,1,25000.0,1,4.88,76.4,3.0,44.1,0,0,7.8,0.99,1.16,1.14,3,4,0,1.0
2343.0,22.1,1,26473.0,1,4.25,85.9,2.0,48.1,0,0,5.6,4.0,4.0,4.0,3,3,1,0.0
2344.0,19.8,1,27923.0,1,3.76,75.5,1.0,10.7,1,0,2.3,2.15,1.84,1.84,2,4,0,0.0
2345.0,17.0,0,29740.5,1,4.0,66.4,2.0,45.3,0,0,5.5,0.6,0.38,0.38,0,3,1,1.0
2346.0,23.4,1,25000.0,1,4.13,97.8,1.0,37.8,0,1,7.0,2.85,3.09,3.09,2,0,3,0.0
2347.0,19.9,0,46529.0,1,3.49,87.1,1.0,35.9,0,1,4.5,3.5,3.64,3.64,0,1,2,0.0
2348.0,19.1,0,34864.0,1,5.45,86.8,3.0,41.9,1,0,6.6,2.44,2.39,2.42,2,1,0,0.0
2349.0,22.5,0,25000.0,1,4.14,97.9,1.0,26.8,1,1,4.4,2.24,2.23,2.23,3,2,1,0.0
2350.0,20.1,0,25000.0,1,2.34,75.9,0.0,37.2,0,1,4.3,2.75,3.01,2.97,1,1,0,0.0
2351.0,23.3,1,26611.0,1,5.82,81.9,0.0,17.3,0,0,5.3,3.6,3.21,3.22,1,1,1,0.0
2352.0,22.4,0,25000.0,1,3.82,79.6,1.0,13.1,1,0,6.6,3.05,3.15,3.18,2,4,2,0.0
2353.0,22.5,1,30794.0,1,6.71,77.0,2.0,36.4,0,0,6.3,1.24,1.07,1.16,2,4,2,1.0
2354.0,18.0,0,31297.0,1,3.65,80.0,2.0,29.2,0,1,7.2,0.53,0.41,0.38,3,3,0,0.0
2355.0,23.7,1,34788.0,1,2.96,78.4,1.0,30.0,0,1,6.4,0.0,0.01,0.0,1,2,0,1.0
2357.0,20.2,1,27461.0,1,3.87,79.6,1.0,34.7,0,0,8.6,3.01,2.96,2.97,1,0,3,0.0
2358.0,21.3,0,54326.0,1,3.67,76.8,1.0,24.9,1,0,6.0,1.86,1.72,1.72,0,1,1,0.0
2359.0,17.1,1,34124.0,1,3.18,84.6,2.0,29.4,1,0,4.9,2.55,2.43,2.43,0,2,2,0.0
2360.0,21.9,0,25772.0,0,3.41,74.4,4.0,24.2,0,1,5.2,0.47,1.16,1.25,1,1,1,0.0
2361.0,18.7,1,29740.5,1,4.0,90.1,4.0,20.4,1,0,5.5,3.44,3.54,3.53,3,3,1,0.0
2362.0,18.0,1,28701.0,1,3.67,87.8,3.0,27.5,0,1,5.5,0.0,0.62,0.6,3,3,1,1.0
2363.0,17.7,0,35167.0,0,6.79,85.6,1.0,44.2,1,1,4.4,2.95,3.12,3.12,0,3,3,0.0
2364.0,23.4,0,25000.0,1,5.36,78.3,3.0,24.3,0,0,4.2,1.54,1.18,1.09,2,4,0,1.0
2365.0,19.6,1,25000.0,1,3.92,82.4,2.0,28.5,1,1,5.4,3.59,3.09,3.09,0,4,1,0.0
2366.0,24.4,0,44028.0,1,4.86,81.0,2.0,26.8,0,1,1.7,4.0,3.76,3.76,0,0,0,0.0
2367.0,19.8,0,50964.0,1,3.31,82.2,1.0,22.4,0,0,5.2,2.54,2.55,2.56,2,0,3,0.0
2368.0,17.2,0,46508.0,1,5.39,71.3,1.0,44.8,1,0,5.9,2.21,2.63,2.61,1,3,1,0.0
2369.0,18.5,1,32630.0,1,5.73,82.8,2.0,13.7,1,1,2.7,2.39,2.22,2.21,2,3,1,0.0
2370.0,23.7,1,47114.0,1,4.78,84.6,2.0,29.0,0,1,7.9,1.03,1.17,1.17,2,0,2,1.0
2371.0,20.7,0,45618.0,1,3.34,93.6,2.0,19.9,0,0,6.3,2.77,3.14,3.18,3,1,1,0.0
2372.0,19.8,1,47695.0,1,4.77,73.9,1.0,36.8,0,0,7.8,2.07,2.49,2.52,1,0,0,0.0
2373.0,21.4,0,25000.0,1,3.1,72.5,3.0,31.6,0,0,6.3,0.0,0.04,0.04,0,0,2,1.0
2374.0,22.1,1,25000.0,1,2.2,89.9,0.0,44.2,1,0,6.1,1.27,0.9,0.94,3,0,2,0.0
2375.0,23.5,1,25000.0,1,4.34,69.9,0.0,38.8,0,0,8.2,1.0,1.21,1.11,2,0,1,1.0
2376.0,24.2,0,29424.0,1,1.88,93.6,2.0,31.0,0,0,7.9,1.45,1.42,1.35,2,4,3,0.0
2377.0,20.2,0,25715.0,1,3.46,91.5,1.0,38.9,1,1,9.0,2.69,2.43,2.43,0,3,1,0.0
2378.0,18.1,0,25000.0,1,4.48,86.6,1.0,40.0,0,0,5.3,3.73,3.59,3.54,1,3,0,0.0
2380.0,21.6,1,25225.0,1,3.17,80.7,6.0,39.3,0,0,3.4,2.59,2.29,2.31,2,3,2,0.0
2381.0,18.9,1,32979.0,0,2.68,81.6,1.0,33.6,1,1,3.7,2.67,2.43,2.48,3,0,0,0.0
2382.0,18.9,1,62738.0,1,5.03,84.3,4.0,35.9,1,0,6.7,1.21,1.63,1.66,3,2,2,1.0
2383.0,21.8,0,25000.0,1,4.28,86.4,2.0,25.1,0,1,10.0,0.71,0.62,0.79,1,2,0,1.0
2384.0,20.9,0,25000.0,1,4.1,76.0,1.0,19.7,1,1,8.2,3.05,2.32,2.31,2,1,1,0.0
2385.0,21.1,1,25000.0,1,2.07,90.5,1.0,17.6,0,0,5.2,1.54,1.44,1.41,2,0,1,0.0
2386.0,19.3,0,25000.0,1,5.41,86.2,1.0,5.0,1,0,6.9,1.24,0.78,0.82,3,1,0,1.0
2387.0,20.5,1,26793.0,1,1.26,86.1,4.0,21.5,0,0,4.5,1.15,0.66,0.63,3,1,0,1.0
2388.0,19.0,0,70847.0,1,4.25,80.2,1.0,59.3,1,1,4.6,1.4,1.89,1.94,2,4,0,0.0
2389.0,23.0,1,44537.0,1,5.59,85.1,1.0,39.9,0,0,3.6,2.71,2.5,2.49,1,0,1,0.0
2390.0,23.3,0,52829.0,1,4.15,64.9,1.0,33.8,1,0,3.8,3.41,3.33,3.4,2,3,0,1.0
2391.0,17.0,1,30585.0,1,3.68,85.2,2.0,41.5,1,1,6.5,1.74,2.37,2.34,3,2,1,0.0
2392.0,19.0,1,25000.0,1,2.65,95.3,2.0,26.9,0,0,8.2,3.36,2.99,3.03,1,3,0,0.0
2393.0,17.7,1,25000.0,1,3.26,88.2,0.0,25.3,0,1,7.4,1.62,1.58,1.52,2,3,2,0.0
2394.0,19.6,1,25000.0,1,6.85,87.3,2.0,26.5,0,0,8.1,1.17,0.92,0.98,1,0,1,0.0
2395.0,20.8,1,36896.0,1,3.29,88.2,0.0,21.2,1,0,6.9,3.87,4.0,4.0,0,0,1,0.0
2396.0,17.8,1,30305.0,0,4.59,91.7,1.0,22.2,1,1,5.4,2.72,3.32,3.25,1,1,2,0.0
2397.0,19.0,1,26210.0,1,2.92,80.4,2.0,29.8,0,1,4.6,2.85,2.84,2.88,2,4,1,0.0
2398.0,18.8,0,25000.0,1,3.61,89.9,1.0,30.8,0,0,6.5,2.77,2.33,2.28,2,3,1,0.0
2400.0,21.2,0,25000.0,1,3.94,82.5,0.0,42.3,1,1,4.4,1.37,1.65,1.65,0,1,0,0.0
2401.0,19.4,1,51880.0,1,3.53,92.8,4.0,12.2,1,0,4.1,3.58,3.46,3.38,3,2,0,0.0
2402.0,21.4,0,29767.0,1,5.75,76.5,2.0,26.5,1,1,7.7,3.36,3.09,3.09,1,1,0,0.0
2403.0,19.8,0,28665.0,0,2.9,76.8,1.0,16.7,1,1,3.0,3.02,2.84,2.83,3,0,0,1.0
2404.0,20.4,1,60233.0,1,3.44,63.1,1.0,5.0,0,1,7.2,0.41,0.63,0.61,2,0,1,1.0
2406.0,23.9,1,25752.0,1,3.96,78.5,1.0,36.9,1,0,6.2,2.98,3.19,3.1,2,4,0,0.0
2407.0,18.1,0,48027.0,1,3.79,81.6,1.0,30.9,0,0,4.7,4.0,4.0,4.0,0,1,1,0.0
2408.0,22.8,0,36987.0,0,3.77,85.6,0.0,35.2,0,1,2.9,4.0,4.0,4.0,0,4,1,0.0
2409.0,22.8,1,29866.0,1,2.71,89.0,1.0,26.0,0,1,6.4,2.33,2.14,2.16,3,1,1,0.0
2410.0,18.5,1,33609.0,1,3.44,71.4,1.0,17.7,0,0,7.1,1.12,1.08,0.95,2,1,1,0.0
2411.0,22.8,1,25000.0,1,4.1,82.9,3.0,25.6,0,0,6.4,1.35,1.24,1.19,2,1,0,1.0
2412.0,24.4,1,25000.0,1,2.49,74.1,2.0,46.4,0,1,5.2,1.17,1.48,1.44,1,0,1,0.0
2413.0,18.5,0,25000.0,1,2.62,71.4,1.0,34.5,0,1,3.5,3.62,3.71,3.73,2,4,1,0.0
2414.0,19.0,1,51064.0,1,5.58,84.6,0.0,11.8,1,0,4.4,3.3,3.63,3.69,2,0,2,0.0
2415.0,23.2,1,28082.0,1,4.65,82.8,3.0,31.6,1,1,6.3,3.89,3.79,3.81,3,3,0,0.0
2416.0,21.6,1,25000.0,1,4.39,85.9,0.0,45.3,0,0,4.1,2.22,2.44,2.44,0,4,0,0.0
